1258623881	20240820	202408	2024	2024.6301	AUS	AUSTRALIA	AUS								ESP	BARCELONA	ESP								1	051	051	05	1	3.4	2	1	2	1.36645962732919	4	Mountain View, Victoria, Australia	AS	AS07	5414	-38.2667	145.867	-1589169	4	Mountain View, Victoria, Australia	AS	AS07	5414	-38.2667	145.867	-1589169	4	Mountain View, Victoria, Australia	AS	AS07	5414	-38.2667	145.867	-1589169	20250820163000	http://www.prnewswire.com/news-releases/google-and-skylo-expand-satellite-connectivity-to-pixel-10-series-and-unveil-pixel-watch-4-the-worlds-first-smartwatch-with-2-way-satellite-emergency-messaging-302534828.html
1258624930	20250820	202508	2025	2025.6301	HLH	HOSPITAL						HLH			CANCOP	MONTREAL	CAN					COP			1	190	190	19	4	-10.0	6	1	6	1.58730158730158	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	20250820163000	https://www.winnipegfreepress.com/canada/2025/08/20/police-investigating-after-body-found-on-roof-of-hospital-in-montreal-suburb
1258624931	20250820	202508	2025	2025.6301	HLH	DOCTOR						HLH			CVL	TRAVELLER						CVL			0	043	043	04	1	2.8	10	1	10	-4.38292964244521	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20250820163000	https://www.manchestereveningnews.co.uk/news/uk-news/uk-tourists-warned-need-declare-32315480
1258624932	20250820	202508	2025	2025.6301	HLH	NURSE						HLH			LBN	LEBANON	LBN								1	010	010	01	1	0.0	4	1	4	0.5994005994006	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	20250820163000	https://www.beckershospitalreview.com/workforce/the-next-major-workforce-crisis-systems-are-tackling/
1258624933	20250820	202508	2025	2025.6301	HNDGOV	HONDURAS	HND					GOV			USAMED	REUTERS	USA					MED			1	011	011	01	1	-0.1	10	1	10	-1.84501845018451	1	Honduras	HO	HO		15	-86.5	HO	1	Honduras	HO	HO		15	-86.5	HO	1	Honduras	HO	HO		15	-86.5	HO	20250820163000	https://www.hindustantimes.com/world-news/us-news/uganda-has-not-agreed-to-take-deportees-from-us-senior-official-says-101755702980359.html
1258624934	20250820	202508	2025	2025.6301	HNDGOV	HONDURAS	HND					GOV			USAMED	REUTERS	USA					MED			1	124	124	12	3	-4.0	10	1	10	-1.84501845018451	1	Honduras	HO	HO		15	-86.5	HO	1	Honduras	HO	HO		15	-86.5	HO	1	Honduras	HO	HO		15	-86.5	HO	20250820163000	https://www.hindustantimes.com/world-news/us-news/uganda-has-not-agreed-to-take-deportees-from-us-senior-official-says-101755702980359.html
1258624935	20250820	202508	2025	2025.6301	IDN	INDONESIA	IDN																		1	043	043	04	1	2.8	2	1	2	5.37037037037037	4	Lampung, Kalimantan Tengah, Indonesia	ID	ID13	18585	-1.8	115.067	-2684376	0								4	Tanjungkarang, Lampung, Indonesia	ID	ID15	18585	-5.42544	105.258	-2699515	20250820163000	https://en.antaranews.com/news/374461/kai-launches-operation-of-new-cc-205-locomotives-from-the-united-states-at-tanjungkarang-station
1258624936	20250820	202508	2025	2025.6301	IDN	LAMPUNG	IDN																		1	043	043	04	1	2.8	8	1	8	5.37037037037037	4	Lampung, Kalimantan Tengah, Indonesia	ID	ID13	18585	-1.8	115.067	-2684376	0								4	Panjang, Jawa Tengah, Indonesia	ID	ID07	18585	-6.7834	110.848	10157717	20250820163000	https://en.antaranews.com/news/374461/kai-launches-operation-of-new-cc-205-locomotives-from-the-united-states-at-tanjungkarang-station
1258624937	20250820	202508	2025	2025.6301	IDN	PALEMBANG	IDN																		0	043	043	04	1	2.8	6	1	6	5.37037037037037	4	Palembang, (ID25), Indonesia	ID	ID25	18585	-2.91667	104.75	-2690401	0								4	Palembang, (ID25), Indonesia	ID	ID25	18585	-2.91667	104.75	-2690401	20250820163000	https://en.antaranews.com/news/374461/kai-launches-operation-of-new-cc-205-locomotives-from-the-united-states-at-tanjungkarang-station
1258624938	20250820	202508	2025	2025.6301	IDN	INDONESIA	IDN																		0	043	043	04	1	2.8	2	1	2	5.37037037037037	4	Palembang, (ID25), Indonesia	ID	ID25	18585	-2.91667	104.75	-2690401	0								5	South Sumatra, Sumatera Selatan, Indonesia	ID	ID32	18585	-2.75	103.833	-2698117	20250820163000	https://en.antaranews.com/news/374461/kai-launches-operation-of-new-cc-205-locomotives-from-the-united-states-at-tanjungkarang-station
1258624939	20250820	202508	2025	2025.6301	IDN	PALEMBANG	IDN																		0	043	043	04	1	2.8	2	1	2	5.37037037037037	5	South Sumatra, Sumatera Selatan, Indonesia	ID	ID32	18585	-2.75	103.833	-2698117	0								5	South Sumatra, Sumatera Selatan, Indonesia	ID	ID32	18585	-2.75	103.833	-2698117	20250820163000	https://en.antaranews.com/news/374461/kai-launches-operation-of-new-cc-205-locomotives-from-the-united-states-at-tanjungkarang-station
1258624940	20250820	202508	2025	2025.6301	IDN	INDONESIA	IDN																		1	051	051	05	1	3.4	1	1	1	5.51948051948052	4	Antara, Aceh, Indonesia	ID	ID01	18585	3.5292	99.0184	10119106	0								4	Antara, Aceh, Indonesia	ID	ID01	18585	3.5292	99.0184	10119106	20250820163000	https://en.antaranews.com/news/374493/indonesia-pledges-support-for-jordanian-visitors-amid-deepening-ties
1258624941	20250820	202508	2025	2025.6301	IDN	JAKARTA	IDN								AUS	AUSTRALIA	AUS								1	022	022	02	1	3.2	10	1	10	5.37634408602151	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20250820163000	https://en.antaranews.com/news/374489/indonesia-seeks-australias-backing-for-oecd-cptpp-accession
1258624942	20250820	202508	2025	2025.6301	IDN	INDONESIAN	IDN								CAN	CANADIAN	CAN								1	019	019	01	1	3.4	2	1	2	6.54761904761905	4	Bayu, Aceh, Indonesia	ID	ID01	17968	5.3579	95.948	10100135	4	Bayu, Aceh, Indonesia	ID	ID01	17968	5.3579	95.948	10100135	1	Canada	CA	CA		60	-96	CA	20250820163000	https://en.antaranews.com/news/374497/ri-canada-bolster-economic-cooperation-with-ica-cepa-negotiations
1258624943	20250820	202508	2025	2025.6301	IDN	INDONESIAN	IDN								CAN	CANADIAN	CAN								1	019	019	01	1	3.4	2	1	2	6.54761904761905	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	4	Antara, Aceh, Indonesia	ID	ID01	18585	3.5292	99.0184	10119106	20250820163000	https://en.antaranews.com/news/374497/ri-canada-bolster-economic-cooperation-with-ica-cepa-negotiations
1258624944	20250820	202508	2025	2025.6301	IDN	INDONESIA	IDN								CAN	CANADA	CAN								0	057	057	05	1	8.0	2	1	2	6.54761904761905	4	Bayu, Aceh, Indonesia	ID	ID01	17968	5.3579	95.948	10100135	4	Bayu, Aceh, Indonesia	ID	ID01	17968	5.3579	95.948	10100135	1	Canada	CA	CA		60	-96	CA	20250820163000	https://en.antaranews.com/news/374497/ri-canada-bolster-economic-cooperation-with-ica-cepa-negotiations
1258624945	20250820	202508	2025	2025.6301	IDN	INDONESIA	IDN								CAN	CANADA	CAN								0	057	057	05	1	8.0	6	1	6	6.54761904761905	4	Bayu, Aceh, Indonesia	ID	ID01	17968	5.3579	95.948	10100135	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20250820163000	https://en.antaranews.com/news/374497/ri-canada-bolster-economic-cooperation-with-ica-cepa-negotiations
1258624946	20250820	202508	2025	2025.6301	IDN	INDONESIA	IDN								CAN	CANADA	CAN								0	057	057	05	1	8.0	2	1	2	6.54761904761905	4	Antara, Aceh, Indonesia	ID	ID01	18585	3.5292	99.0184	10119106	4	Antara, Aceh, Indonesia	ID	ID01	18585	3.5292	99.0184	10119106	4	Antara, Aceh, Indonesia	ID	ID01	18585	3.5292	99.0184	10119106	20250820163000	https://en.antaranews.com/news/374497/ri-canada-bolster-economic-cooperation-with-ica-cepa-negotiations
1258624947	20250820	202508	2025	2025.6301	IDN	INDONESIAN	IDN								CANGOV	CANADIAN	CAN					GOV			1	019	019	01	1	3.4	6	1	6	6.54761904761905	4	Bayu, Aceh, Indonesia	ID	ID01	17968	5.3579	95.948	10100135	4	Bayu, Aceh, Indonesia	ID	ID01	17968	5.3579	95.948	10100135	1	Canada	CA	CA		60	-96	CA	20250820163000	https://en.antaranews.com/news/374497/ri-canada-bolster-economic-cooperation-with-ica-cepa-negotiations
1258624948	20250820	202508	2025	2025.6301	IDN	INDONESIA	IDN								CANGOV	CANADA	CAN					GOV			1	0311	031	03	1	5.2	1	1	1	6.54761904761905	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	20250820163000	https://en.antaranews.com/news/374497/ri-canada-bolster-economic-cooperation-with-ica-cepa-negotiations
1258624949	20250820	202508	2025	2025.6301	IDN	INDONESIAN	IDN								CANGOV	CANADIAN	CAN					GOV			1	0311	031	03	1	5.2	6	1	6	6.54761904761905	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	1	Canada	CA	CA		60	-96	CA	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	20250820163000	https://en.antaranews.com/news/374497/ri-canada-bolster-economic-cooperation-with-ica-cepa-negotiations
1258624950	20250820	202508	2025	2025.6301	IDN	INDONESIA	IDN								CANGOV	CANADA	CAN					GOV			1	051	051	05	1	3.4	1	1	1	6.54761904761905	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	20250820163000	https://en.antaranews.com/news/374497/ri-canada-bolster-economic-cooperation-with-ica-cepa-negotiations
1258624951	20250820	202508	2025	2025.6301	IDN	INDONESIAN	IDN								CANGOV	CANADIAN	CAN					GOV			1	051	051	05	1	3.4	6	1	6	6.54761904761905	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	1	Canada	CA	CA		60	-96	CA	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	20250820163000	https://en.antaranews.com/news/374497/ri-canada-bolster-economic-cooperation-with-ica-cepa-negotiations
1258624952	20250820	202508	2025	2025.6301	IDN	JAKARTA	IDN								GOVHLH	HEALTH MINIST						GOV	HLH		1	130	130	13	3	-4.4	2	1	2	-3.52941176470588	4	Antara, Aceh, Indonesia	ID	ID01	18585	3.5292	99.0184	10119106	4	Antara, Aceh, Indonesia	ID	ID01	18585	3.5292	99.0184	10119106	4	Antara, Aceh, Indonesia	ID	ID01	18585	3.5292	99.0184	10119106	20250820163000	https://en.antaranews.com/news/374477/indonesian-health-minister-says-biosecurity-core-part-of-state-defense
1258624953	20250820	202508	2025	2025.6301	IDN	JAKARTA	IDN								IDNGOVHLH	INDONESIA	IDN					GOV	HLH		1	130	130	13	3	-4.4	8	1	8	-3.52941176470588	4	Antara, Aceh, Indonesia	ID	ID01	18585	3.5292	99.0184	10119106	4	Antara, Aceh, Indonesia	ID	ID01	18585	3.5292	99.0184	10119106	4	Antara, Aceh, Indonesia	ID	ID01	18585	3.5292	99.0184	10119106	20250820163000	https://en.antaranews.com/news/374477/indonesian-health-minister-says-biosecurity-core-part-of-state-defense
1258624954	20250820	202508	2025	2025.6301	IDN	INDONESIA	IDN								JOR	JORDANIAN	JOR								1	032	032	03	1	4.5	10	1	10	5.51948051948052	4	Antara, Aceh, Indonesia	ID	ID01	18585	3.5292	99.0184	10119106	4	Antara, Aceh, Indonesia	ID	ID01	18585	3.5292	99.0184	10119106	4	Antara, Aceh, Indonesia	ID	ID01	18585	3.5292	99.0184	10119106	20250820163000	https://en.antaranews.com/news/374493/indonesia-pledges-support-for-jordanian-visitors-amid-deepening-ties
1258624955	20250820	202508	2025	2025.6301	IDN	INDONESIA	IDN								JOR	JORDANIAN	JOR								1	046	046	04	1	7.0	2	1	2	5.51948051948052	4	Antara, Aceh, Indonesia	ID	ID01	18585	3.5292	99.0184	10119106	1	Jordan	JO	JO		31	36	JO	1	Jordan	JO	JO		31	36	JO	20250820163000	https://en.antaranews.com/news/374493/indonesia-pledges-support-for-jordanian-visitors-amid-deepening-ties
1258624956	20250820	202508	2025	2025.6301	IDN	INDONESIA	IDN								JOR	JORDANIAN	JOR								1	051	051	05	1	3.4	10	1	10	5.51948051948052	4	Antara, Aceh, Indonesia	ID	ID01	18585	3.5292	99.0184	10119106	1	Jordan	JO	JO		31	36	JO	4	Antara, Aceh, Indonesia	ID	ID01	18585	3.5292	99.0184	10119106	20250820163000	https://en.antaranews.com/news/374493/indonesia-pledges-support-for-jordanian-visitors-amid-deepening-ties
1258624957	20250820	202508	2025	2025.6301	IDN	INDONESIAN	IDN								KHM	SIEM REAP	KHM								1	010	010	01	1	0.0	1	1	1	-7.05128205128206	5	North Sumatra, Sumatera Utara, Indonesia	ID	ID26	18585	2	99	-2698118	4	Siem Reap, Kâal, Cambodia	CB	CB07	12343	11.3996	104.864	-1030068	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	20250820163000	https://en.antaranews.com/news/374501/indonesia-to-repatriate-body-of-migrant-worker-who-died-in-cambodia
1258624958	20250820	202508	2025	2025.6301	IDN	INDONESIAN	IDN								KHM	SIEM REAP	KHM								1	010	010	01	1	0.0	1	1	1	-7.05128205128206	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	5	North Sumatra, Sumatera Utara, Indonesia	ID	ID26	18585	2	99	-2698118	20250820163000	https://en.antaranews.com/news/374501/indonesia-to-repatriate-body-of-migrant-worker-who-died-in-cambodia
1258624959	20250820	202508	2025	2025.6301	IDN	INDONESIA	IDN								PSE	PALESTINIAN	PSE								0	051	051	05	1	3.4	2	1	2	5.51948051948052	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Antara, Aceh, Indonesia	ID	ID01	18585	3.5292	99.0184	10119106	4	Antara, Aceh, Indonesia	ID	ID01	18585	3.5292	99.0184	10119106	20250820163000	https://en.antaranews.com/news/374493/indonesia-pledges-support-for-jordanian-visitors-amid-deepening-ties
1258624960	20250820	202508	2025	2025.6301	IDN	INDONESIA	IDN								PSE	PALESTINIAN	PSE								0	051	051	05	1	3.4	8	1	8	5.51948051948052	4	Antara, Aceh, Indonesia	ID	ID01	18585	3.5292	99.0184	10119106	4	Antara, Aceh, Indonesia	ID	ID01	18585	3.5292	99.0184	10119106	4	Antara, Aceh, Indonesia	ID	ID01	18585	3.5292	99.0184	10119106	20250820163000	https://en.antaranews.com/news/374493/indonesia-pledges-support-for-jordanian-visitors-amid-deepening-ties
1258624961	20250820	202508	2025	2025.6301	IDN	INDONESIA	IDN								USA	UNITED STATES	USA								0	050	050	05	1	3.5	2	1	2	6.54761904761905	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	20250820163000	https://en.antaranews.com/news/374497/ri-canada-bolster-economic-cooperation-with-ica-cepa-negotiations
1258624962	20250820	202508	2025	2025.6301	IDN	INDONESIA	IDN								USA	UNITED STATES	USA								0	050	050	05	1	3.5	2	1	2	6.54761904761905	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250820163000	https://en.antaranews.com/news/374497/ri-canada-bolster-economic-cooperation-with-ica-cepa-negotiations
1258624963	20250820	202508	2025	2025.6301	IDN	INDONESIA	IDN								USA	UNITED STATES	USA								0	051	051	05	1	3.4	2	1	2	6.54761904761905	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	20250820163000	https://en.antaranews.com/news/374497/ri-canada-bolster-economic-cooperation-with-ica-cepa-negotiations
1258624964	20250820	202508	2025	2025.6301	IDN	INDONESIA	IDN								USA	UNITED STATES	USA								0	051	051	05	1	3.4	2	1	2	6.54761904761905	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	1	United States	US	US		39.828175	-98.5795	US	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	20250820163000	https://en.antaranews.com/news/374497/ri-canada-bolster-economic-cooperation-with-ica-cepa-negotiations
1258624965	20250820	202508	2025	2025.6301	IDNGOV	INDONESIA	IDN					GOV													1	130	130	13	3	-4.4	1	1	1	-7.05128205128206	4	Siem Reap, Kâal, Cambodia	CB	CB07	12343	11.3996	104.864	-1030068	0								4	Siem Reap, Kâal, Cambodia	CB	CB07	12343	11.3996	104.864	-1030068	20250820163000	https://en.antaranews.com/news/374501/indonesia-to-repatriate-body-of-migrant-worker-who-died-in-cambodia
1258624966	20250820	202508	2025	2025.6301	IDNGOV	INDONESIAN	IDN					GOV			IDN	INDONESIAN	IDN								1	010	010	01	1	0.0	7	1	7	-7.05128205128206	5	North Sumatra, Sumatera Utara, Indonesia	ID	ID26	18585	2	99	-2698118	5	North Sumatra, Sumatera Utara, Indonesia	ID	ID26	18585	2	99	-2698118	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	20250820163000	https://en.antaranews.com/news/374501/indonesia-to-repatriate-body-of-migrant-worker-who-died-in-cambodia
1258624967	20250820	202508	2025	2025.6301	IDNGOV	INDONESIA	IDN					GOV			IDN	INDONESIA	IDN								1	010	010	01	1	0.0	1	1	1	-7.05128205128206	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	5	North Sumatra, Sumatera Utara, Indonesia	ID	ID26	18585	2	99	-2698118	20250820163000	https://en.antaranews.com/news/374501/indonesia-to-repatriate-body-of-migrant-worker-who-died-in-cambodia
1258624968	20250820	202508	2025	2025.6301	IDNGOV	INDONESIA	IDN					GOV			MED	MEDIA						MED			1	130	130	13	3	-4.4	1	1	1	-7.05128205128206	4	Siem Reap, Kâal, Cambodia	CB	CB07	12343	11.3996	104.864	-1030068	4	Antara, Aceh, Indonesia	ID	ID01	18585	3.5292	99.0184	10119106	4	Siem Reap, Kâal, Cambodia	CB	CB07	12343	11.3996	104.864	-1030068	20250820163000	https://en.antaranews.com/news/374501/indonesia-to-repatriate-body-of-migrant-worker-who-died-in-cambodia
1258624969	20250820	202508	2025	2025.6301	IGOAFRAFU	AFRICAN UNION	AFR					IGO			IGOUNO	UNITED NATIONS		UNO				IGO			0	042	042	04	1	1.9	7	1	7	-1.90995907230559	4	Kanagawa, Fukushima, Japan	JA	JA08	33885	37.5833	139.917	-232311	4	Kanagawa, Fukushima, Japan	JA	JA08	33885	37.5833	139.917	-232311	4	Kanagawa, Fukushima, Japan	JA	JA08	33885	37.5833	139.917	-232311	20250820163000	https://www.premiumtimesng.com/news/top-news/815416-nigerias-empty-booth-at-ticad9-conference-in-japan-generates-ripples.html
1258624970	20250820	202508	2025	2025.6301	IGOAFRAFU	AFRICAN UNION	AFR					IGO			IGOUNO	UNITED NATIONS		UNO				IGO			0	042	042	04	1	1.9	1	1	1	-1.90995907230559	4	Kanagawa, Fukushima, Japan	JA	JA08	33885	37.5833	139.917	-232311	4	Yokohama, Kanagawa, Japan	JA	JA19	34853	35.45	139.65	-248593	4	Yokohama, Kanagawa, Japan	JA	JA19	34853	35.45	139.65	-248593	20250820163000	https://www.premiumtimesng.com/news/top-news/815416-nigerias-empty-booth-at-ticad9-conference-in-japan-generates-ripples.html
1258624971	20250820	202508	2025	2025.6301	IGOEURDEVEBR	EUROPEAN BANK FOR RECONSTRUCTION AND DEVELOPMENT	EUR	EBR				IGO	DEV												0	060	060	06	2	6.0	10	1	10	-4.26309378806333	4	Syzran, Samarskaya Oblast', Russia	RS	RS65	25110	53.1585	48.4681	-3015114	0								4	Syzran, Samarskaya Oblast', Russia	RS	RS65	25110	53.1585	48.4681	-3015114	20250820163000	https://www.ibtimes.com/cersanit-mirage-polish-tycoons-exit-russia-likely-elaborate-shell-game-3781293
1258624972	20250820	202508	2025	2025.6301	IGOEUREEC	THE EU	EUR	EEC				IGO			BUS	TANKER						BUS			1	160	160	16	4	-4.0	2	1	2	-1.62962962962963	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20250820163000	https://gcaptain.com/indias-nayara-turns-to-dark-fleet-and-russian-oil-for-survival/
1258624973	20250820	202508	2025	2025.6301	IGOEUREEC	EUROPEAN COMMISSION	EUR	EEC				IGO			DEU	GERMANY	DEU								0	043	043	04	1	2.8	2	1	2	0.39787798408489	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20250820163000	https://naharnet.com/stories/en/314774-ukraine-allies-meet-with-hopes-of-peace-talks-breakthrough
1258624974	20250820	202508	2025	2025.6301	IGOEUREEC	EUROPEAN COMMISSION	EUR	EEC				IGO			DEU	GERMANY	DEU								0	043	043	04	1	2.8	2	1	2	0.39787798408489	1	Finland	FI	FI		64	26	FI	1	France	FR	FR		46	2	FR	1	Finland	FI	FI		64	26	FI	20250820163000	https://naharnet.com/stories/en/314774-ukraine-allies-meet-with-hopes-of-peace-talks-breakthrough
1258624975	20250820	202508	2025	2025.6301	IGOEUREEC	EUROPEAN COMMISSION	EUR	EEC				IGO			DEU	GERMANY	DEU								0	043	043	04	1	2.8	2	1	2	0.39787798408489	1	Finland	FI	FI		64	26	FI	1	Germany	GM	GM		51.5	10.5	GM	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250820163000	https://naharnet.com/stories/en/314774-ukraine-allies-meet-with-hopes-of-peace-talks-breakthrough
1258624976	20250820	202508	2025	2025.6301	IGOEUREEC	EUROPEAN COMMISSION	EUR	EEC				IGO			DEU	GERMANY	DEU								0	043	043	04	1	2.8	4	1	4	0.39787798408489	1	Finland	FI	FI		64	26	FI	1	Germany	GM	GM		51.5	10.5	GM	1	Finland	FI	FI		64	26	FI	20250820163000	https://naharnet.com/stories/en/314774-ukraine-allies-meet-with-hopes-of-peace-talks-breakthrough
1258624977	20250820	202508	2025	2025.6301	IGOEUREEC	EUROPEAN COMMISSION	EUR	EEC				IGO			FRA	FRANCE	FRA								0	043	043	04	1	2.8	2	1	2	0.39787798408489	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20250820163000	https://naharnet.com/stories/en/314774-ukraine-allies-meet-with-hopes-of-peace-talks-breakthrough
1258624978	20250820	202508	2025	2025.6301	IGOEUREEC	EUROPEAN COMMISSION	EUR	EEC				IGO			FRA	FRANCE	FRA								0	043	043	04	1	2.8	2	1	2	0.39787798408489	1	Finland	FI	FI		64	26	FI	1	France	FR	FR		46	2	FR	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250820163000	https://naharnet.com/stories/en/314774-ukraine-allies-meet-with-hopes-of-peace-talks-breakthrough
1258624979	20250820	202508	2025	2025.6301	IGOEUREEC	EUROPEAN COMMISSION	EUR	EEC				IGO			FRA	FRANCE	FRA								0	043	043	04	1	2.8	4	1	4	0.39787798408489	1	Finland	FI	FI		64	26	FI	1	France	FR	FR		46	2	FR	1	Finland	FI	FI		64	26	FI	20250820163000	https://naharnet.com/stories/en/314774-ukraine-allies-meet-with-hopes-of-peace-talks-breakthrough
1258624980	20250820	202508	2025	2025.6301	IGOEUREEC	EUROPEAN COMMISSION	EUR	EEC				IGO			FRA	FRANCE	FRA								0	043	043	04	1	2.8	2	1	2	0.39787798408489	1	Finland	FI	FI		64	26	FI	1	United Kingdom	UK	UK		54	-4	UK	1	Finland	FI	FI		64	26	FI	20250820163000	https://naharnet.com/stories/en/314774-ukraine-allies-meet-with-hopes-of-peace-talks-breakthrough
1258624981	20250820	202508	2025	2025.6301	IGOEUREEC	EUROPEAN COMMISSION	EUR	EEC				IGO			GBR	BRITAIN	GBR								0	043	043	04	1	2.8	2	1	2	0.39787798408489	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20250820163000	https://naharnet.com/stories/en/314774-ukraine-allies-meet-with-hopes-of-peace-talks-breakthrough
1258624982	20250820	202508	2025	2025.6301	IGOEUREEC	EUROPEAN COMMISSION	EUR	EEC				IGO			GBR	BRITAIN	GBR								0	043	043	04	1	2.8	2	1	2	0.39787798408489	1	Finland	FI	FI		64	26	FI	1	United Kingdom	UK	UK		54	-4	UK	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250820163000	https://naharnet.com/stories/en/314774-ukraine-allies-meet-with-hopes-of-peace-talks-breakthrough
1258624983	20250820	202508	2025	2025.6301	IGOEUREEC	EUROPEAN COMMISSION	EUR	EEC				IGO			GBR	BRITAIN	GBR								0	043	043	04	1	2.8	6	1	6	0.39787798408489	1	Finland	FI	FI		64	26	FI	1	United Kingdom	UK	UK		54	-4	UK	1	Finland	FI	FI		64	26	FI	20250820163000	https://naharnet.com/stories/en/314774-ukraine-allies-meet-with-hopes-of-peace-talks-breakthrough
1258624984	20250820	202508	2025	2025.6301	IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO			GOV	MINIST						GOV			1	040	040	04	1	1.0	2	1	2	2.32558139534884	1	United States	US	US		39.828175	-98.5795	US	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	20250820163000	https://www.azernews.az/nation/246301.html
1258624985	20250820	202508	2025	2025.6301	IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO			GOV	MINIST						GOV			1	040	040	04	1	1.0	8	1	8	2.32558139534884	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250820163000	https://www.azernews.az/nation/246301.html
